id,descripcion,tipo,clasificacion,tipo_red,seccion_completa,jurisdiccion,geojson,geom
24673110,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5703834265636,-34.636067267255],[-58.5703899178168,-34.6362427842581],[-58.5704589498123,-34.6363750739371],[-58.5708695982544,-34.6363783528965],[-58.5709262952058,-34.6364255224817],[-58.570926288566,-34.6371934441439],[-58.5708868113876,-34.6373604031481],[-58.5695914926601,-34.637349529062],[-58.5693611949093,-34.637514156992],[-58.5693625647281,-34.638139473907],[-58.5693435404822,-34.6381777375645],[-58.5694368770023,-34.6384356605258],[-58.5694614741303,-34.6384523921396],[-58.5691252686034,-34.6397263535414],[-58.5689017010116,-34.6398838099067],[-58.5642064560425,-34.6390454379197],[-58.5639869919057,-34.6399698458925],[-58.5643024500261,-34.6400157891465],[-58.5642356752843,-34.6402776836218]]}",0102000020E610000013000000B4A2F95202494DC04C75F7A66A5141C0E37E6D8902494DC0325A4F67705141C0BC9382CC04494DC04D4609BD745141C04264474112494DC057C98AD8745141C0F32AE31C14494DC009B33A64765141C0A5E8D41C14494DC06EE9058E8F5141C04C50ACD112494DC0A6A49306955141C00287C05FE8484DC09AB85BAB945141C09ADFDFD3E0484DC048825B109A5141C073895DDFE0484DC0D05BE58DAE5141C0AC47C73FE0484DC0F3EFDFCEAF5141C038EEBD4EE3484DC07F477D42B85141C058DC131DE4484DC06C25D8CEB85141C043FDC718D9484DC0C06C9B8DE25141C0ED3D5CC5D1484DC0026572B6E75141C08372CAEA37484DC0F442AC3DCC5141C05ACDCAB930484DC06E442B88EA5141C018F50B103B484DC06CA79109EC5141C0934AE6DF38484DC0CDC17F9EF45141C0
24673113,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5702852956285,-34.6360665007643],[-58.5703455664675,-34.6362421138768],[-58.5704230735037,-34.6363825573641],[-58.5708627335181,-34.6363862767335],[-58.5709132845747,-34.6364294222795],[-58.5709140613727,-34.6371918442492],[-58.5708853394971,-34.6372093905665],[-58.5706953302227,-34.637207005683],[-58.5706959952613,-34.6371697446547]]}",0102000020E610000009000000990ECB1BFF484DC0936E89A06A5141C0C1B2611501494DC02AB8AF61705141C082CA8E9F03494DC0D1CFCFFB745141C08D7BB10712494DC0C418031B755141C0D80CBFAF13494DC08D73F184765141C0133643B613494DC0042A9A808F5141C0FB7353C512494DC0FD97CA13905141C0ABA4698B0C494DC06418C9FF8F5141C07ECDFD900C494DC06FA537C78E5141C0
24684452,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5705978685031,-34.6371685944069],[-58.5705949062679,-34.6373498267896],[-58.5686975469613,-34.6373352001308]]}",0102000020E610000003000000A731D85909494DC0088291BD8E5141C0AED7FE4009494DC01716DBAD945141C0CFC1CA14CB484DC067932833945141C0
24684454,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5686975469613,-34.6373352001308],[-58.5671487021203,-34.6373232382604]]}",0102000020E610000002000000CFC1CA14CB484DC067932833945141C0A6C9235498484DC099A7D0CE935141C0
24684456,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5671487021203,-34.6373232382604],[-58.5670591531513,-34.6373225460582]]}",0102000020E610000002000000A6C9235498484DC099A7D0CE935141C057D7F26495484DC0662902C9935141C0
24684458,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5670591531513,-34.6373225460582],[-58.566095264005,-34.637315091213],[-58.565785417415,-34.637313574991],[-58.5656886314673,-34.6373724433783]]}",0102000020E61000000400000057D7F26495484DC0662902C9935141C039A942CF75484DC0E400798A935141C0EE2C14A86B484DC00DF1C07D935141C07EEF2D7C68484DC03AD7936B955141C0
24684460,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5656886314673,-34.6373724433783],[-58.5650721599543,-34.6377475441451]]}",0102000020E6100000020000007EEF2D7C68484DC03AD7936B955141C02571D74854484DC0979A26B6A15141C0
24684462,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5650721599543,-34.6377475441451],[-58.564862689336,-34.6378748017822],[-58.5645964754178,-34.6380696085078],[-58.5644379240592,-34.638045829063],[-58.5644082622673,-34.6381753459245]]}",0102000020E6100000050000002571D74854484DC0979A26B6A15141C0DAB6AC6B4D484DC0704CAAE1A55141C097AD82B244484DC0698ED243AC5141C0683A7C803F484DC05996587CAB5141C0DC03AA873E484DC0FDEDCFBAAF5141C0
24684464,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5644082622673,-34.6381753459245],[-58.5642693700838,-34.6387818062265]]}",0102000020E610000002000000DC03AA873E484DC0FDEDCFBAAF5141C07F528DFA39484DC0E9822B9AC35141C0
24684467,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5641441463766,-34.6391948714769],[-58.5639630458279,-34.6399823696055],[-58.5642713812994,-34.640026172372],[-58.5642069516592,-34.6402723409794]]}",0102000020E6100000040000006C7519E035484DC0CE613623D15141C0DCFDEAF02F484DC075BC39F1EA5141C0F35F6C0B3A484DC0F875AB60EC5141C0B1C6F2EE37484DC01985AE71F45141C0
24684469,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.564134799489,-34.6392962777484],[-58.5639749923964,-34.6399746619909],[-58.5642843673153,-34.6400223482052],[-58.5642213134714,-34.6402750122969]]}",0102000020E610000004000000992BB19135484DC02AB1DE75D45141C05B0D225530484DC082C291B0EA5141C0B5A15B783A484DC016209740EC5141C06A886C6738484DC06E211788F45141C0
24684471,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5642684283184,-34.6388404543087],[-58.5642644790439,-34.638858070697],[-58.56420027891,-34.6390274516415],[-58.564189031976,-34.6390615699443],[-58.564134799489,-34.6392962777484]]}",0102000020E61000000500000080E5A6F239484DC00E4F2586C55141C0DCE485D139484DC0F836EC19C65141C0FC27F9B637484DC0F805CBA6CB5141C0A28CA05837484DC04485FFC4CC5141C0992BB19135484DC02AB1DE75D45141C0
24684474,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5644273718635,-34.6381438788175],[-58.5644045648518,-34.6382438321114]]}",0102000020E6100000020000007A8FF7273F484DC0F7D4D8B2AE5141C039E0A5683E484DC065E550F9B15141C0
24684476,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5644045648518,-34.6382438321114],[-58.5643848216488,-34.6383290578387]]}",0102000020E61000000200000039E0A5683E484DC065E550F9B15141C092AB07C33D484DC07EC03DC4B45141C0
24684477,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5643848216488,-34.6383290578387],[-58.5642684283184,-34.6388404543087]]}",0102000020E61000000200000092AB07C33D484DC07EC03DC4B45141C080E5A6F239484DC00E4F2586C55141C0
24684479,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5645923306417,-34.6380810341906],[-58.5644466567057,-34.6380593614592],[-58.5644273718635,-34.6381438788175]]}",0102000020E610000003000000DDD6BD8F44484DC0F605ABA3AC5141C09F71BDC93F484DC0D72FDDEDAB5141C07A8FF7273F484DC0F7D4D8B2AE5141C0
24684481,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5647129498653,-34.6380985628665],[-58.5645923306417,-34.6380810341906]]}",0102000020E61000000200000044A6918348484DC07391B536AD5141C0DDD6BD8F44484DC0F605ABA3AC5141C0
24684483,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5670609742407,-34.6383804940022],[-58.5664721081956,-34.638356505776],[-58.5647129498653,-34.6380985628665]]}",0102000020E610000003000000CE99397495484DC06612B873B65141C0E965752882484DC093BF7DAAB55141C044A6918348484DC07391B536AD5141C0
24684485,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,MORON                         ,"{""type"":""LineString"",""coordinates"":[[-58.5706491124761,-34.6371691951017],[-58.5706484830561,-34.637220893399],[-58.5709384558437,-34.6373976432231],[-58.5709347417111,-34.6381695123253],[-58.5708104383008,-34.6384462504332],[-58.5702980638849,-34.6384405965431]]}",0102000020E610000006000000C7C9B5070B494DC07C7D9BC28E5141C07A1E6E020B494DC0FCBC4874905141C04BF0E58214494DC06318F83E965141C04FE6BD6314494DC0EB5EE089AF5141C0D45B025110494DC0A3EE529BB85141C0C8ADE686FF484DC0B24BE56BB85141C0
24684487,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5702980638849,-34.6384405965431],[-58.5701833663619,-34.6384393390046]]}",0102000020E610000002000000C8ADE686FF484DC0B24BE56BB85141C0AD9FBFC4FB484DC09AC05861B85141C0
24684488,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,LAMATANZA                     ,"{""type"":""LineString"",""coordinates"":[[-58.5701833663619,-34.6384393390046],[-58.5678810646778,-34.6384138966944],[-58.5670609742407,-34.6383804940022]]}",0102000020E610000003000000AD9FBFC4FB484DC09AC05861B85141C08667A453B0484DC0A0CEEB8BB75141C0CE99397495484DC06612B873B65141C0
24699302,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4006854410701,-34.5822053762901],[-58.4025093139164,-34.5816158616984],[-58.4029792138261,-34.5819977291074],[-58.4031485876806,-34.5821888227358]]}",0102000020E6100000040000008CB018A949334DC0525CADB4854A41C09ECDD96C85334DC02B6A7863724A41C0EE2CA8D294334DC0676ECEE67E4A41C029C2775F9A334DC09EDFD029854A41C0
24699303,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3987680997614,-34.5818256755945],[-58.3991727185943,-34.5824891885716],[-58.3992214852867,-34.5825707538546],[-58.3994936919995,-34.5825921004061],[-58.4006854410701,-34.5822053762901]]}",0102000020E610000005000000E59445D50A334DC05F538443794A41C0B3E8751718334DC0239877018F4A41C058958BB019334DC0ACB4AFAD914A41C04D0CFB9B22334DC07613C160924A41C08CB018A949334DC0525CADB4854A41C0
24699304,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3854324389731,-34.5723142150852],[-58.3854654190643,-34.5722449260579],[-58.3855195514352,-34.5721609858063],[-58.3855498617684,-34.572063613169],[-58.3855271564031,-34.5719271973779],[-58.385486204402,-34.5718441245275],[-58.3854193901314,-34.5717785972901],[-58.3853193638874,-34.5717113033991]]}",0102000020E6100000080000007F1AA4D955314DC0D7699A97414941C05C4F4CEE56314DC0435C5D523F4941C0FEB064B458314DC0E50A39923C4941C0E3A2A7B259314DC06AE56661394941C0543C30F458314DC0283710E9344941C09F7BA89C57314DC0ACA03230324941C0EBED2D6C55314DC0F3F4830A304941C0B434192552314DC01F6D03D62D4941C0
24699307,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3853883246055,-34.5719179652503],[-58.3853632370628,-34.5718787723662],[-58.3852821468991,-34.5718258316304],[-58.3851762809294,-34.5717911827367]]}",0102000020E6100000040000006D38956754314DC05D5F9E9B344941C0F921229553314DC0704BD852334941C00655E6EC50314DC027EEBE96314941C0ADE4D4744D314DC062FF1674304941C0
24699309,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.38535948022,-34.5722813871026],[-58.3853747060902,-34.5722290112994],[-58.3853941946954,-34.5721852732347],[-58.3854192298293,-34.5721412072168],[-58.3854332778596,-34.572068099145],[-58.3854204110418,-34.5719680920588],[-58.3853883246055,-34.5719179652503]]}",0102000020E610000007000000C75F9E7553314DC08FDB3884404941C07EAE57F553314DC03BADDCCC3E4941C07F24D39854314DC0DFE5F55D3D4941C0E9AED56A55314DC058D84EEC3B4941C03E99ADE055314DC0D1740887394941C05551BE7455314DC0C5DF1C40364941C06D38956754314DC05D5F9E9B344941C0
24699312,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3853685119011,-34.5729072089448],[-58.3853295492442,-34.5728582733403]]}",0102000020E61000000200000001C361C153314DC0C007FF05554941C0D7178A7A52314DC0A89E7E6B534941C0
24699313,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3853295492442,-34.5728582733403],[-58.3852386533659,-34.5727441113239],[-58.3853483347871,-34.5723197264748],[-58.38535948022,-34.5722813871026]]}",0102000020E610000004000000D7178A7A52314DC0A89E7E6B534941C050AE0C804F314DC06C8ED5AD4F4941C04ABD1F1853314DC04C08D6C5414941C0C75F9E7553314DC08FDB3884404941C0
24699316,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3823735147516,-34.5748602950733],[-58.3855196289492,-34.5730970055026],[-58.3853685119011,-34.5729072089448]]}",0102000020E610000003000000815B869DF1304DC0EB8DAB05954941C0CA260BB558314DC0DB08203E5B4941C001C361C153314DC0C007FF05554941C0
24710339,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3827606293158,-34.5760350434805],[-58.3820791189799,-34.5752491966199],[-58.381952728512,-34.5750932834985],[-58.3823735147516,-34.5748602950733]]}",0102000020E610000004000000C78DE04CFE304DC0A88C2C84BB4941C06D40F4F7E7304DC0344403C4A14941C0E0C9B6D3E3304DC044631EA89C4941C0815B869DF1304DC0EB8DAB05954941C0
24710341,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3850053627301,-34.5768707306688],[-58.3833863594893,-34.5767565540357],[-58.3827606293158,-34.5760350434805]]}",0102000020E610000003000000EDDA10DB47314DC0FE1E6DE6D64941C092DEE1CD12314DC01FABA428D34941C0C78DE04CFE304DC0A88C2C84BB4941C0
24710343,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3858512519239,-34.578309618695],[-58.3856711505209,-34.5768492031369],[-58.385329695465,-34.5768334251082],[-58.3850053627301,-34.5768707306688]]}",0102000020E6100000040000001F11E69263314DC0EFA0B10C064A41C0BD3F19AC5D314DC02A19D731D64941C09A19C47B52314DC0230A7CADD54941C0EDDA10DB47314DC0FE1E6DE6D64941C0
24710345,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3865419210916,-34.5797994892173],[-58.3861432051688,-34.5793213915542],[-58.3860809422332,-34.5793524431708],[-58.3860278939441,-34.5793567773728],[-58.3859839214626,-34.5793343077357],[-58.3859731312432,-34.579293636824],[-58.3858512519239,-34.578309618695]]}",0102000020E61000000700000090CFA6347A314DC08136A2DE364A41C0ECE2FA236D314DC09A4C0F34274A41C00D40AE196B314DC061238A38284A41C0B9EAAD5C69314DC01DC4E55C284A41C05BBBCFEB67314DC0779668A0274A41C084E94B9167314DC056783C4B264A41C01F11E69263314DC0EFA0B10C064A41C0
24710348,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3894734016357,-34.5813766025581],[-58.3891710140173,-34.5815373112615],[-58.3890011592754,-34.5815181747784],[-58.3886838612722,-34.5808689295769]]}",0102000020E610000004000000F457B143DA314DC0BE526B8C6A4A41C0B5E0145BD0314DC0CDA28AD06F4A41C0D6983CCACA314DC0F55903306F4A41C0CF528C64C0314DC0CAE5BFE9594A41C0
24710349,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3886838612722,-34.5808689295769],[-58.3884338301978,-34.5803573161272],[-58.3870738030495,-34.580415905992],[-58.3865419210916,-34.5797994892173]]}",0102000020E610000004000000CF528C64C0314DC0CAE5BFE9594A41C007AE2233B8314DC064610626494A41C02F9E66A28B314DC0282883114B4A41C090CFA6347A314DC08136A2DE364A41C0
24710351,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.39570036418,-34.5784288528426],[-58.3956867931702,-34.5784063700722],[-58.3956298766523,-34.5784030158882],[-58.3894734016357,-34.5813766025581]]}",0102000020E61000000400000093953D4FA6324DC0CA02E7F4094A41C0091066DDA5324DC00BA14D38094A41C06BC5F2FFA3324DC0EB922A1C094A41C0F457B143DA314DC0BE526B8C6A4A41C0
24710353,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3964998057764,-34.5791862303063],[-58.3962551800635,-34.5792973331186],[-58.3959747137135,-34.5788745867773],[-58.39570036418,-34.5784288528426]]}",0102000020E61000000400000009577181C0324DC0C7BA3EC6224A41C0239F5F7DB8324DC0BD333E6A264A41C09EB8A64CAF324DC0D258FD8F184A41C093953D4FA6324DC0CA02E7F4094A41C0
24710355,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.397785218982,-34.5804687486967],[-58.396773555213,-34.5790618992868],[-58.3964998057764,-34.5791862303063]]}",0102000020E6100000030000000A2E45A0EA324DC04C00CACC4C4A41C055C7D179C9324DC0F5E547B31E4A41C009577181C0324DC0C7BA3EC6224A41C0
24710357,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3989884052219,-34.5823300251807],[-58.3981887432656,-34.5810258673416],[-58.398169199484,-34.5809906383573],[-58.397785218982,-34.5804687486967]]}",0102000020E610000004000000A4F4530D12334DC0A5D04ECA894A41C001FB46D9F7324DC05F2E3D0E5F4A41C06F075535F7324DC07283B7E65D4A41C00A2E45A0EA324DC04C00CACC4C4A41C0
24710360,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3999673526978,-34.5824607191786],[-58.3995010260299,-34.5826100032138],[-58.3991954171293,-34.5826676305694],[-58.3990587082885,-34.5824446792799]]}",0102000020E610000004000000FDA6552132334DC0CD09A6128E4A41C026C280D922334DC01B10EFF6924A41C04AA4DED518334DC0DEDD58DA944A41C042A4125B14334DC0439E188C8D4A41C0
24710361,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3990587082885,-34.5824446792799],[-58.3989884052219,-34.5823300251807]]}",0102000020E61000000200000042A4125B14334DC0439E188C8D4A41C0A4F4530D12334DC0A5D04ECA894A41C0
24710363,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4020934088368,-34.5817919823981],[-58.4013142575894,-34.5820283419292],[-58.3999673526978,-34.5824607191786]]}",0102000020E6100000030000000F72FCCB77334DC0C2BCE028784A41C0F0E1FD435E334DC028F79AE77F4A41C0FDA6552132334DC0CD09A6128E4A41C0
24710365,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4022164571798,-34.5817572059639],[-58.4020934088368,-34.5817919823981]]}",0102000020E61000000200000006C030D47B334DC0DFE92605774A41C00F72FCCB77334DC0C2BCE028784A41C0
24710367,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4038856967774,-34.5830713643347],[-58.4029377717448,-34.5820026027782],[-58.4025764966293,-34.5817195062782],[-58.4024840492168,-34.5816767855178],[-58.4022164571798,-34.5817572059639]]}",0102000020E610000005000000947DC986B2334DC098861C15A24A41C0C1FB037793334DC0448FB00F7F4A41C09D946BA087334DC08474E7C8754A41C01946EA9884334DC012528962744A41C006C030D47B334DC0DFE92605774A41C0
24710370,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4045034910491,-34.5837678929998],[-58.4038856967774,-34.5830713643347]]}",0102000020E6100000020000003A9638C5C6334DC0C47104E8B84A41C0947DC986B2334DC098861C15A24A41C0
24763391,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.396422515352,-34.5788061092381],[-58.3966020042941,-34.5790719119555],[-58.3966052083305,-34.5790774176558],[-58.3966135940357,-34.5790784416576],[-58.3966338295586,-34.5790703944323],[-58.3966341469846,-34.5790586736133],[-58.3966290452383,-34.5790385017342],[-58.396630821853,-34.5790305893598],[-58.3966386374002,-34.5790267580898],[-58.396699619441,-34.5789980289828]]}",0102000020E61000000A000000DF6A15F9BD324DC089F38E51164A41C050FCBEDAC3324DC0C2F045071F4A41C0F4999FF5C3324DC0845775351F4A41C029C4F73BC4324DC07C5E0C3E1F4A41C08538B7E5C4324DC097158BFA1E4A41C048E360E8C4324DC034D138981E4A41C09FF894BDC4324DC0600902EF1D4A41C0E1387CCCC4324DC09057A2AC1D4A41C060FB0B0EC5324DC090C07E8C1D4A41C0DFEA990DC7324DC0FD767F9B1C4A41C0
24763392,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.393402039419,-34.5799901571981],[-58.3961025924236,-34.5787727163498],[-58.3963384098576,-34.5786678489309],[-58.396422515352,-34.5788061092381]]}",0102000020E610000004000000FBBD7EFF5A324DC07E95121E3D4A41C0F828607DB3324DC00B457039154A41C0513E8E37BB324DC0CD33BFC9114A41C0DF6A15F9BD324DC089F38E51164A41C0
24763396,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4047073739753,-34.5839722636383],[-58.4045740533872,-34.5838237854433]]}",0102000020E61000000200000040D68373CD334DC07B0C679ABF4A41C0D40D2415C9334DC08B8DE0BCBA4A41C0
24763398,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4045740533872,-34.5838237854433],[-58.4044384211418,-34.5836727320952],[-58.4040891803143,-34.5832756076949],[-58.4038714113458,-34.5830300284625]]}",0102000020E610000004000000D40D2415C9334DC08B8DE0BCBA4A41C0610660A3C4334DC03FF5BFC9B54A41C0FF0EBB31B9334DC04ECD6DC6A84A41C07CC2F30EB2334DC0916A5CBAA04A41C0
24763400,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4038714113458,-34.5830300284625],[-58.4038293501058,-34.5829825955586],[-58.4031969753971,-34.5822715414876],[-58.4029507752992,-34.5819933435564],[-58.4025662896922,-34.5816914371426],[-58.4025075417973,-34.5816531409864],[-58.4024455014559,-34.5816712181704]]}",0102000020E6100000070000007CC2F30EB2334DC0916A5CBAA04A41C04AEF1DAEB0334DC0E007772C9F4A41C09D965FF59B334DC0570AB6DF874A41C068E718E493334DC0458804C27E4A41C09859CC4A87334DC0067271DD744A41C0DC34FC5D85334DC07A13319C734A41C070968D5583334DC07A88D533744A41C0
24763402,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4024455014559,-34.5816712181704],[-58.4022952664837,-34.5817149931532]]}",0102000020E61000000200000070968D5583334DC07A88D533744A41C009714A697E334DC0CF970BA3754A41C0
24763404,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4022952664837,-34.5817149931532],[-58.4019379867085,-34.5818190952605],[-58.4011159999458,-34.5820793573634],[-58.4003282971885,-34.5823338038337]]}",0102000020E61000000400000009714A697E334DC0CF970BA3754A41C071F735B472334DC0862A510C794A41C0B1D5E2C457334DC0B6C68D93814A41C03C0B28F53D334DC0136901EA894A41C0
24763406,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.4003282971885,-34.5823338038337],[-58.399876240056,-34.5824798258899]]}",0102000020E6100000020000003C0B28F53D334DC0136901EA894A41C071BE06252F334DC07563EDB28E4A41C0
24763408,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.399876240056,-34.5824798258899],[-58.3998534725291,-34.5824871801347],[-58.399505829363,-34.5825977018523],[-58.3992177223079,-34.5826491246289],[-58.399200700647,-34.5826004848218],[-58.3987862626766,-34.5818948464005],[-58.3985187934301,-34.5814709436873],[-58.3983922440054,-34.5812590979615]]}",0102000020E61000000800000071BE06252F334DC07563EDB28E4A41C032DA09662E334DC048829EF08E4A41C078D6CB0123334DC01617BE8F924A41C0E7A5FA9019334DC083A91B3F944A41C0D4E8300219334DC0C37816A7924A41C02225A26D0B334DC02880C3877B4A41C0D94FF0A902334DC00F5BCFA36D4A41C0E07D5D84FE324DC09F1FB8B2664A41C0
24763410,CAT - API,CATAP,C,AT Geografico,CAT Armado Trif. 185mm2,CAPITALFEDERAL                ,"{""type"":""LineString"",""coordinates"":[[-58.3983922440054,-34.5812590979615],[-58.398219553973,-34.5809700101968],[-58.3979823430439,-34.580660097313],[-58.397384755151,-34.5798051931026],[-58.3971186514097,-34.5794338187013]]}",0102000020E610000005000000E07D5D84FE324DC09F1FB8B2664A41C09078BCDBF8324DC03CE0AC395D4A41C028E1DD15F1324DC09A06F011534A41C0BCA6EF80DD324DC0A1367B0E374A41C0D437B2C8D4324DC060C22AE32A4A41C0
