id,descripcion,tipo,clasificacion,tipo_red,jurisdiccion,geojson,geom
28214661,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6298496557101,-34.7818238904863]}",0101000020E61000000256DCE99E504DC0656F24CE126441C0
28214662,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6294873319198,-34.7812625659229]}",0101000020E6100000BDEB770A93504DC02F1D6969006441C0
28214663,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6289646510468,-34.7808393854323]}",0101000020E6100000084BE7E981504DC025EE838BF26341C0
28214664,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5672740885563,-34.7065158294975]}",0101000020E6100000D51BF56F9C484DC02DE6561C6F5A41C0
28214665,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.568158599523,-34.7058443289198]}",0101000020E610000037F2C56BB9484DC08863621B595A41C0
28214666,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5687451494958,-34.7053990237867]}",0101000020E6100000E66B1CA4CC484DC0A2E5E4834A5A41C0
28214667,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5694975321919,-34.7048278081008]}",0101000020E610000063F58D4BE5484DC0538D30CC375A41C0
28214668,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5701467936157,-34.7043348727218]}",0101000020E6100000D33FF491FA484DC0E3E225A5275A41C0
28214669,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5708882136609,-34.7037719565915]}",0101000020E61000003BAC6FDD12494DC085B31033155A41C0
28214670,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5716186208043,-34.7031792341661]}",0101000020E6100000CF1189CC2A494DC01CFCF2C6015A41C0
28214671,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.57232402252,-34.7026677415042]}",0101000020E610000029B8DFE941494DC082DB3C04F15941C0
28214672,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5730764072563,-34.7021221693678]}",0101000020E610000036A355915A494DC0969DA523DF5941C0
28214673,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5737248771006,-34.7016519387153]}",0101000020E61000003D0618D16F494DC085FA10BBCF5941C0
28214674,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5744748083048,-34.7011081232921]}",0101000020E6100000C105F96388494DC0F13F36E9BD5941C0
28214675,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5754773092432,-34.7013282453881]}",0101000020E610000018658F3DA9494DC0F8D9BA1FC55941C0
28214676,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5760825087667,-34.7018764093296]}",0101000020E6100000AC795712BD494DC0C2F30F16D75941C0
28214677,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5773986613288,-34.7020348828445]}",0101000020E6100000A8940733E8494DC0F33B6F47DC5941C0
28214678,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5782588093356,-34.7014098597269]}",0101000020E61000002F5C7962044A4DC0414F5CCCC75941C0
28214679,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5813805732893,-34.6997481501729]}",0101000020E61000005067BAAD6A4A4DC0E736EE58915941C0
28214680,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6297888660982,-34.7831306895099]}",0101000020E610000067A3EBEB9C504DC02CF85DA03D6441C0
28214681,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6290950258724,-34.7825661113906]}",0101000020E61000006019912F86504DC0B8B057202B6441C0
28214682,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6284691618511,-34.7820568356759]}",0101000020E6100000FC5870AD71504DC0B16B3A701A6441C0
28214683,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6279615032214,-34.7816437387405]}",0101000020E6100000D2BDE30A61504DC0C381EBE60C6441C0
28214684,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.6268207744927,-34.7815408468932]}",0101000020E61000002073C3A93B504DC076F2CC87096441C0
28214685,Piquete Suspension ST 132Kv,APSS1,S,AT Geografico,LAMATANZA                                                                                                                                    ,"{""type"":""Point"",""coordinates"":[-58.5658307922016,-34.7076866760273]}",0101000020E6100000ADC9B5246D484DC018AD1C7A955A41C0
